OSU_RTS.CALC.1101_DWC Time [SNAP],OSU_RTS.CALC.1101_DWC Value [SNAP],OSU_RTS.CALC.1101_DWC Status [SNAP],OSU_RTS.CALC.1101_GPALARM Time [SNAP],OSU_RTS.CALC.1101_GPALARM Value [SNAP],OSU_RTS.CALC.1101_GPALARM Status [SNAP],OSU_RTS.MDBUS_RH.1101_CDT Time [SNAP],OSU_RTS.MDBUS_RH.1101_CDT Value [SNAP],OSU_RTS.MDBUS_RH.1101_CDT Status [SNAP],OSU_RTS.MDBUS_RH.1101_CHF Time [SNAP],OSU_RTS.MDBUS_RH.1101_CHF Value [SNAP],OSU_RTS.MDBUS_RH.1101_CHF Status [SNAP],OSU_RTS.MDBUS_RH.1101_CHT Time [SNAP],OSU_RTS.MDBUS_RH.1101_CHT Value [SNAP],OSU_RTS.MDBUS_RH.1101_CHT Status [SNAP],OSU_RTS.MDBUS_RH.1101_CRT Time [SNAP],OSU_RTS.MDBUS_RH.1101_CRT Value [SNAP],OSU_RTS.MDBUS_RH.1101_CRT Status [SNAP],OSU_RTS.MDBUS_RH.1101_CST Time [SNAP],OSU_RTS.MDBUS_RH.1101_CST Value [SNAP],OSU_RTS.MDBUS_RH.1101_CST Status [SNAP],OSU_RTS.MDBUS_RH.1101_CVF Time [SNAP],OSU_RTS.MDBUS_RH.1101_CVF Value [SNAP],OSU_RTS.MDBUS_RH.1101_CVF Status [SNAP],OSU_RTS.MDBUS_RH.1101_D1H Time [SNAP],OSU_RTS.MDBUS_RH.1101_D1H Value [SNAP],OSU_RTS.MDBUS_RH.1101_D1H Status [SNAP],OSU_RTS.MDBUS_RH.1101_D1L Time [SNAP],OSU_RTS.MDBUS_RH.1101_D1L Value [SNAP],OSU_RTS.MDBUS_RH.1101_D1L Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHD Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHD Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHD Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHF Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHF Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHF Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHR Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHR Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHR Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHS Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHS Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHS Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHT Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHT Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHT Status [SNAP],OSU_RTS.MDBUS_RH.1101_DVF Time [SNAP],OSU_RTS.MDBUS_RH.1101_DVF Value [SNAP],OSU_RTS.MDBUS_RH.1101_DVF Status [SNAP],OSU_RTS.MDBUS_RH.1101_DWC Time [SNAP],OSU_RTS.MDBUS_RH.1101_DWC Value [SNAP],OSU_RTS.MDBUS_RH.1101_DWC Status [SNAP],OSU_RTS.MDBUS_RH.1101_EC Time [SNAP],OSU_RTS.MDBUS_RH.1101_EC Value [SNAP],OSU_RTS.MDBUS_RH.1101_EC Status [SNAP],OSU_RTS.MDBUS_RH.1101_GBV Time [SNAP],OSU_RTS.MDBUS_RH.1101_GBV Value [SNAP],OSU_RTS.MDBUS_RH.1101_GBV Status [SNAP],OSU_RTS.MDBUS_RH.1101_GCV Time [SNAP],OSU_RTS.MDBUS_RH.1101_GCV Value [SNAP],OSU_RTS.MDBUS_RH.1101_GCV Status [SNAP],OSU_RTS.MDBUS_RH.1101_GP Time [SNAP],OSU_RTS.MDBUS_RH.1101_GP Value [SNAP],OSU_RTS.MDBUS_RH.1101_GP Status [SNAP],OSU_RTS.MDBUS_RH.1101_GT Time [SNAP],OSU_RTS.MDBUS_RH.1101_GT Value [SNAP],OSU_RTS.MDBUS_RH.1101_GT Status [SNAP],OSU_RTS.MDBUS_RH.1101_GUV Time [SNAP],OSU_RTS.MDBUS_RH.1101_GUV Value [SNAP],OSU_RTS.MDBUS_RH.1101_GUV Status [SNAP],OSU_RTS.MDBUS_RH.1101_HDT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HDT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HDT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HF Time [SNAP],OSU_RTS.MDBUS_RH.1101_HF Value [SNAP],OSU_RTS.MDBUS_RH.1101_HF Status [SNAP],OSU_RTS.MDBUS_RH.1101_HGT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HGT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HGT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HHF Time [SNAP],OSU_RTS.MDBUS_RH.1101_HHF Value [SNAP],OSU_RTS.MDBUS_RH.1101_HHF Status [SNAP],OSU_RTS.MDBUS_RH.1101_HHT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HHT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HHT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HMT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HMT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HMT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HRT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HRT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HRT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HST Time [SNAP],OSU_RTS.MDBUS_RH.1101_HST Value [SNAP],OSU_RTS.MDBUS_RH.1101_HST Status [SNAP],OSU_RTS.MDBUS_RH.1101_HVF Time [SNAP],OSU_RTS.MDBUS_RH.1101_HVF Value [SNAP],OSU_RTS.MDBUS_RH.1101_HVF Status [SNAP],Comments
10/19/18 4:00,1714450,UNRELIABLE,10/19/18 4:00,0,OK,10/19/18 4:00,1.842788935,OK,10/19/18 4:00,10.36568069,OK,10/19/18 4:00,1185846.375,OK,10/19/18 4:00,43.60758209,OK,10/19/18 4:00,41.7647934,OK,10/19/18 4:00,134.2790446,OK,,,,,,,10/19/18 4:00,19.04164505,OK,10/19/18 4:00,79.87226868,OK,10/19/18 4:00,125.731842,OK,10/19/18 4:00,144.7734985,OK,10/19/18 4:00,1982940.375,OK,10/19/18 4:00,8.536587354,OK,10/19/18 4:00,403730,UNRELIABLE,10/19/18 4:00,3192242,OK,10/19/18 4:00,5.71999979,OK,10/19/18 4:00,214860,OK,10/19/18 4:00,5.059999943,OK,10/19/18 4:00,49.93000031,OK,10/19/18 4:00,1582637,OK,10/19/18 4:00,1.656380653,OK,10/19/18 4:00,124.3881683,OK,10/19/18 4:00,14230156.5,OK,10/19/18 4:00,111.5985336,OK,10/19/18 4:00,6809169.5,OK,10/19/18 4:00,2223030.25,OK,10/19/18 4:00,110.7400818,OK,10/19/18 4:00,112.3964691,OK,10/19/18 4:00,136.0574493,OK,
10/19/18 4:15,1714450,UNRELIABLE,10/19/18 4:15,0,OK,10/19/18 4:15,1.792098165,OK,10/19/18 4:15,9.969997406,OK,10/19/18 4:15,1185849.125,OK,10/19/18 4:15,43.53529358,OK,10/19/18 4:15,41.74319458,OK,10/19/18 4:15,132.9401588,OK,,,,,,,10/19/18 4:15,18.67123032,OK,10/19/18 4:15,56.97251892,OK,10/19/18 4:15,125.9734879,OK,10/19/18 4:15,144.6447144,OK,10/19/18 4:15,1982958.25,OK,10/19/18 4:15,6.209695013,OK,10/19/18 4:15,403730,UNRELIABLE,10/19/18 4:15,3192267,OK,10/19/18 4:15,5.710000038,OK,10/19/18 4:15,214863,OK,10/19/18 4:15,5.119999886,OK,10/19/18 4:15,53.22000122,OK,10/19/18 4:15,1582659,OK,10/19/18 4:15,9.706064224,OK,10/19/18 4:15,119.7599487,OK,10/19/18 4:15,14230189.5,OK,10/19/18 4:15,654.4005737,OK,10/19/18 4:15,6809274,OK,10/19/18 4:15,2223047.25,OK,10/19/18 4:15,112.0736542,OK,10/19/18 4:15,121.7797089,OK,10/19/18 4:15,136.4570178,OK,
10/19/18 4:30,1714450,UNRELIABLE,10/19/18 4:30,0,OK,10/19/18 4:30,1.802415133,OK,10/19/18 4:30,9.970301628,OK,10/19/18 4:30,1185851.625,OK,10/19/18 4:30,43.54428101,OK,10/19/18 4:30,41.74186707,OK,10/19/18 4:30,132.0509645,OK,,,,,,,10/19/18 4:30,23.44640732,OK,10/19/18 4:30,71.23651123,OK,10/19/18 4:30,121.5823059,OK,10/19/18 4:30,145.028717,OK,10/19/18 4:30,1982974.5,OK,10/19/18 4:30,6.184646192,OK,10/19/18 4:30,403730,UNRELIABLE,10/19/18 4:30,3192293,OK,10/19/18 4:30,5.71999979,OK,10/19/18 4:30,214866,OK,10/19/18 4:30,5.079999924,OK,10/19/18 4:30,52.90000153,OK,10/19/18 4:30,1582682,OK,10/19/18 4:30,6.796956062,OK,10/19/18 4:30,119.6436195,OK,10/19/18 4:30,14230219.5,OK,10/19/18 4:30,457.2859497,OK,10/19/18 4:30,6809395.5,OK,10/19/18 4:30,2223064.25,OK,10/19/18 4:30,118.3946533,OK,10/19/18 4:30,125.1916046,OK,10/19/18 4:30,136.2765536,OK,
10/19/18 4:45,1714450,UNRELIABLE,10/19/18 4:45,0,OK,10/19/18 4:45,1.72315073,OK,10/19/18 4:45,9.631258965,OK,10/19/18 4:45,1185854.125,OK,10/19/18 4:45,43.47741699,OK,10/19/18 4:45,41.75426483,OK,10/19/18 4:45,133.4282219,OK,,,,,,,10/19/18 4:45,23.22138214,OK,10/19/18 4:45,68.44468689,OK,10/19/18 4:45,121.7832336,OK,10/19/18 4:45,145.0046234,OK,10/19/18 4:45,1982992,OK,10/19/18 4:45,5.999774127,OK,10/19/18 4:45,403730,UNRELIABLE,10/19/18 4:45,3192320,OK,10/19/18 4:45,5.71999979,OK,10/19/18 4:45,214868,OK,10/19/18 4:45,5.039999962,OK,10/19/18 4:45,52.56999969,OK,10/19/18 4:45,1582701,OK,10/19/18 4:45,6.605589867,OK,10/19/18 4:45,115.5751076,OK,10/19/18 4:45,14230249.5,OK,10/19/18 4:45,445.7638245,OK,10/19/18 4:45,6809508,OK,10/19/18 4:45,2223081.25,OK,10/19/18 4:45,121.7663574,OK,10/19/18 4:45,128.3719482,OK,10/19/18 4:45,136.7806327,OK,
10/19/18 5:00,1714450,UNRELIABLE,10/19/18 5:00,0,OK,10/19/18 5:00,1.621605396,OK,10/19/18 5:00,8.995524406,OK,10/19/18 5:00,1185856.5,OK,10/19/18 5:00,43.420578,OK,10/19/18 5:00,41.79896927,OK,10/19/18 5:00,132.4247269,OK,,,,,,,10/19/18 5:00,22.222929,OK,10/19/18 5:00,66.33238983,OK,10/19/18 5:00,122.7828979,OK,10/19/18 5:00,145.0058289,OK,10/19/18 5:00,1983009.125,OK,10/19/18 5:00,6.075665741,OK,10/19/18 5:00,403730,UNRELIABLE,10/19/18 5:00,3192345,OK,10/19/18 5:00,5.699999809,OK,10/19/18 5:00,214870,OK,10/19/18 5:00,5.300000191,OK,10/19/18 5:00,48.50999832,OK,10/19/18 5:00,1582709,OK,10/19/18 5:00,1.47714901,OK,10/19/18 5:00,107.9462929,OK,10/19/18 5:00,14230278,OK,10/19/18 5:00,101.8599243,OK,10/19/18 5:00,6809586.5,OK,10/19/18 5:00,2223098.25,OK,10/19/18 5:00,119.5648346,OK,10/19/18 5:00,121.0419846,OK,10/19/18 5:00,139.5401768,OK,
10/19/18 5:15,1714450,UNRELIABLE,10/19/18 5:15,0,OK,10/19/18 5:15,0.884283781,OK,10/19/18 5:15,4.895956516,OK,10/19/18 5:15,1185858.375,OK,10/19/18 5:15,42.6632309,OK,10/19/18 5:15,41.77894592,OK,10/19/18 5:15,132.2000723,OK,,,,,,,10/19/18 5:15,22.09677315,OK,10/19/18 5:15,65.098526,OK,10/19/18 5:15,122.8392944,OK,10/19/18 5:15,144.9360657,OK,10/19/18 5:15,1983025.375,OK,10/19/18 5:15,5.996579382,OK,10/19/18 5:15,403730,UNRELIABLE,10/19/18 5:15,3192369,OK,10/19/18 5:15,5.699999809,OK,10/19/18 5:15,214870,OK,10/19/18 5:15,5.390000343,OK,10/19/18 5:15,46.40000153,OK,10/19/18 5:15,1582709,OK,10/19/18 5:15,3.8535676,OK,10/19/18 5:15,58.7514782,OK,10/19/18 5:15,14230300.5,OK,10/19/18 5:15,365.4435425,OK,10/19/18 5:15,6809672.5,OK,10/19/18 5:15,2223121,OK,10/19/18 5:15,100.2203903,OK,10/19/18 5:15,104.0739594,OK,10/19/18 5:15,191.2383625,OK,
10/19/18 5:30,1714450,UNRELIABLE,10/19/18 5:30,0,OK,10/19/18 5:30,1.245165348,OK,10/19/18 5:30,6.874496937,OK,10/19/18 5:30,1185859.75,OK,10/19/18 5:30,42.95833588,OK,10/19/18 5:30,41.7131691,OK,10/19/18 5:30,131.6588099,OK,,,,,,,10/19/18 5:30,22.1756134,OK,10/19/18 5:30,63.83640671,OK,10/19/18 5:30,122.7216949,OK,10/19/18 5:30,144.8973083,OK,10/19/18 5:30,1983041.625,OK,10/19/18 5:30,5.859379779,OK,10/19/18 5:30,403730,UNRELIABLE,10/19/18 5:30,3192394,OK,10/19/18 5:30,5.699999809,OK,10/19/18 5:30,214870,OK,10/19/18 5:30,5.130000114,OK,10/19/18 5:30,45.09999847,OK,10/19/18 5:30,1582709,OK,10/19/18 5:30,1.600352049,OK,10/19/18 5:30,82.40825272,OK,10/19/18 5:30,14230317,OK,10/19/18 5:30,157.7644958,OK,10/19/18 5:30,6809740,OK,10/19/18 5:30,2223145.25,OK,10/19/18 5:30,92.18727112,OK,10/19/18 5:30,93.78762054,OK,10/19/18 5:30,198.2687277,OK,
10/19/18 5:45,1714450,UNRELIABLE,10/19/18 5:45,0,OK,10/19/18 5:45,1.583560705,OK,10/19/18 5:45,8.789099693,OK,10/19/18 5:45,1185861.5,OK,10/19/18 5:45,43.16993332,OK,10/19/18 5:45,41.58637238,OK,10/19/18 5:45,132.4790981,OK,,,,,,,10/19/18 5:45,21.77024841,OK,10/19/18 5:45,64.80046082,OK,10/19/18 5:45,123.4675903,OK,10/19/18 5:45,145.2378387,OK,10/19/18 5:45,1983057.875,OK,10/19/18 5:45,6.058969749,OK,10/19/18 5:45,403730,UNRELIABLE,10/19/18 5:45,3192419,OK,10/19/18 5:45,5.71999979,OK,10/19/18 5:45,214870,OK,10/19/18 5:45,5.090000153,OK,10/19/18 5:45,45.42000198,OK,10/19/18 5:45,1582713,OK,10/19/18 5:45,-0.236150876,OK,10/19/18 5:45,105.457077,OK,10/19/18 5:45,14230338,OK,10/19/18 5:45,0,OK,10/19/18 5:45,6809747,OK,10/19/18 5:45,2223170.25,OK,10/19/18 5:45,90.25221252,OK,10/19/18 5:45,90.0160675,OK,10/19/18 5:45,203.9898707,OK,
10/19/18 6:00,1714450,UNRELIABLE,10/19/18 6:00,0,OK,10/19/18 6:00,1.444567561,OK,10/19/18 6:00,7.932481766,OK,10/19/18 6:00,1185863.625,OK,10/19/18 6:00,43.16673279,OK,10/19/18 6:00,41.72216797,OK,10/19/18 6:00,130.9520005,OK,,,,,,,10/19/18 6:00,19.94903946,OK,10/19/18 6:00,58.92487335,OK,10/19/18 6:00,125.0282364,OK,10/19/18 6:00,144.9772644,OK,10/19/18 6:00,1983073,OK,10/19/18 6:00,6.011837967,OK,10/19/18 6:00,403730,UNRELIABLE,10/19/18 6:00,3192444,OK,10/19/18 6:00,5.710000038,OK,10/19/18 6:00,214871,OK,10/19/18 6:00,5.079999924,OK,10/19/18 6:00,44.28000259,OK,10/19/18 6:00,1582716,OK,10/19/18 6:00,-0.119120024,OK,10/19/18 6:00,95.09189415,OK,10/19/18 6:00,14230363.5,OK,10/19/18 6:00,0,OK,10/19/18 6:00,6809747,OK,10/19/18 6:00,2223196,OK,10/19/18 6:00,87.72975922,OK,10/19/18 6:00,87.61064148,OK,10/19/18 6:00,210.1655314,OK,
10/19/18 6:15,1714450,UNRELIABLE,10/19/18 6:15,0,OK,10/19/18 6:15,1.44427228,OK,10/19/18 6:15,8.003229141,OK,10/19/18 6:15,1185865.75,OK,10/19/18 6:15,43.23604584,OK,10/19/18 6:15,41.79177475,OK,10/19/18 6:15,131.6406455,OK,,,,,,,10/19/18 6:15,35.18120956,OK,10/19/18 6:15,102.6935272,OK,10/19/18 6:15,109.8002396,OK,10/19/18 6:15,144.9814453,OK,10/19/18 6:15,1983092,OK,10/19/18 6:15,5.943162888,OK,10/19/18 6:15,403730,UNRELIABLE,10/19/18 6:15,3192468,OK,10/19/18 6:15,5.699999809,OK,10/19/18 6:15,214871,OK,10/19/18 6:15,5.119999886,OK,10/19/18 6:15,42.64999771,OK,10/19/18 6:15,1582716,OK,10/19/18 6:15,-0.160179809,OK,10/19/18 6:15,95.57265472,OK,10/19/18 6:15,14230389,OK,10/19/18 6:15,0,OK,10/19/18 6:15,6809747,OK,10/19/18 6:15,2223223.25,OK,10/19/18 6:15,85.2134552,OK,10/19/18 6:15,85.05326843,OK,10/19/18 6:15,221.3061187,OK,
10/19/18 6:30,1714450,UNRELIABLE,10/19/18 6:30,0,OK,10/19/18 6:30,1.410811186,OK,10/19/18 6:30,7.735620499,OK,10/19/18 6:30,1185867.75,OK,10/19/18 6:30,43.12420654,OK,10/19/18 6:30,41.71339035,OK,10/19/18 6:30,130.8921442,OK,,,,,,,10/19/18 6:30,32.7147522,OK,10/19/18 6:30,157.074295,OK,10/19/18 6:30,112.6006546,OK,10/19/18 6:30,145.3153992,OK,10/19/18 6:30,1983125.5,OK,10/19/18 6:30,9.776121218,OK,10/19/18 6:30,403730,UNRELIABLE,10/19/18 6:30,3192492,OK,10/19/18 6:30,5.710000038,OK,10/19/18 6:30,214871,OK,10/19/18 6:30,5.079999924,OK,10/19/18 6:30,42.15999985,OK,10/19/18 6:30,1582716,OK,10/19/18 6:30,0.125568926,OK,10/19/18 6:30,92.82744598,OK,10/19/18 6:30,14230413,OK,10/19/18 6:30,0,OK,10/19/18 6:30,6809747,OK,10/19/18 6:30,2223251.5,OK,10/19/18 6:30,82.36927795,OK,10/19/18 6:30,82.49484253,OK,10/19/18 6:30,233.3127391,OK,
10/19/18 6:45,1714450,UNRELIABLE,10/19/18 6:45,0,OK,10/19/18 6:45,1.320171356,OK,10/19/18 6:45,7.18326807,OK,10/19/18 6:45,1185869.5,OK,10/19/18 6:45,42.9984436,OK,10/19/18 6:45,41.67827225,OK,10/19/18 6:45,129.4960957,OK,,,,,,,10/19/18 6:45,25.9268837,OK,10/19/18 6:45,93.20669556,OK,10/19/18 6:45,119.0747986,OK,10/19/18 6:45,145.0016785,OK,10/19/18 6:45,1983156.5,OK,10/19/18 6:45,7.318336875,OK,10/19/18 6:45,403730,UNRELIABLE,10/19/18 6:45,3192518,OK,10/19/18 6:45,5.699999809,OK,10/19/18 6:45,214872,OK,10/19/18 6:45,5.119999886,OK,10/19/18 6:45,47.86000061,OK,10/19/18 6:45,1582728,OK,10/19/18 6:45,7.289702415,OK,10/19/18 6:45,86.19921684,OK,10/19/18 6:45,14230434,OK,10/19/18 6:45,865.2058716,OK,10/19/18 6:45,6809780,OK,10/19/18 6:45,2223281,OK,10/19/18 6:45,81.97689819,OK,10/19/18 6:45,89.26660156,OK,10/19/18 6:45,238.5969268,OK,
10/19/18 7:00,1714450,UNRELIABLE,10/19/18 7:00,0,OK,10/19/18 7:00,1.123694062,OK,10/19/18 7:00,6.135481358,OK,10/19/18 7:00,1185871.125,OK,10/19/18 7:00,42.72136307,OK,10/19/18 7:00,41.59767151,OK,10/19/18 7:00,130.3443305,OK,,,,,,,10/19/18 7:00,23.77867889,OK,10/19/18 7:00,108.675354,OK,10/19/18 7:00,121.1618195,OK,10/19/18 7:00,144.9404907,OK,10/19/18 7:00,1983177.375,OK,10/19/18 7:00,9.303100487,OK,10/19/18 7:00,403730,UNRELIABLE,10/19/18 7:00,3192544,OK,10/19/18 7:00,5.71999979,OK,10/19/18 7:00,214876,OK,10/19/18 7:00,5.170000076,OK,10/19/18 7:00,49.49000168,OK,10/19/18 7:00,1582758,OK,10/19/18 7:00,6.476853848,OK,10/19/18 7:00,73.62577629,OK,10/19/18 7:00,14230453.5,OK,10/19/18 7:00,684.7702026,OK,10/19/18 7:00,6809968.5,OK,10/19/18 7:00,2223309,OK,10/19/18 7:00,88.75536346,OK,10/19/18 7:00,95.23222351,OK,10/19/18 7:00,212.7373927,OK,
10/19/18 7:15,1714450,UNRELIABLE,10/19/18 7:15,0,OK,10/19/18 7:15,1.144012928,OK,10/19/18 7:15,6.256302357,OK,10/19/18 7:15,1185872.625,OK,10/19/18 7:15,42.93347549,OK,10/19/18 7:15,41.78946304,OK,10/19/18 7:15,130.549315,OK,,,,,,,10/19/18 7:15,22.5608902,OK,10/19/18 7:15,88.59939575,OK,10/19/18 7:15,122.3246613,OK,10/19/18 7:15,144.8855438,OK,10/19/18 7:15,1983204.25,OK,10/19/18 7:15,7.993496862,OK,10/19/18 7:15,403730,UNRELIABLE,10/19/18 7:15,3192570,OK,10/19/18 7:15,5.71999979,OK,10/19/18 7:15,214879,OK,10/19/18 7:15,5.039999962,OK,10/19/18 7:15,50.22000122,OK,10/19/18 7:15,1582777,OK,10/19/18 7:15,7.067648411,OK,10/19/18 7:15,75.07562828,OK,10/19/18 7:15,14230471.5,OK,10/19/18 7:15,736.8353271,OK,10/19/18 7:15,6810150,OK,10/19/18 7:15,2223335.25,OK,10/19/18 7:15,90.26663208,OK,10/19/18 7:15,97.33427429,OK,10/19/18 7:15,209.951432,OK,
10/19/18 7:30,1714450,UNRELIABLE,10/19/18 7:30,0,OK,10/19/18 7:30,1.154365778,OK,10/19/18 7:30,6.331508636,OK,10/19/18 7:30,1185874.25,OK,10/19/18 7:30,42.98060226,OK,10/19/18 7:30,41.82623291,OK,10/19/18 7:30,130.9336408,OK,,,,,,,10/19/18 7:30,21.00952148,OK,10/19/18 7:30,137.1171265,OK,10/19/18 7:30,124.0901642,OK,10/19/18 7:30,145.0996857,OK,10/19/18 7:30,1983228.75,OK,10/19/18 7:30,13.28422157,OK,10/19/18 7:30,403730,UNRELIABLE,10/19/18 7:30,3192598,OK,10/19/18 7:30,5.71999979,OK,10/19/18 7:30,214882,OK,10/19/18 7:30,5.079999924,OK,10/19/18 7:30,50.94000244,OK,10/19/18 7:30,1582800,OK,10/19/18 7:30,6.547674179,OK,10/19/18 7:30,75.97810364,OK,10/19/18 7:30,14230491,OK,10/19/18 7:30,684.6287842,OK,10/19/18 7:30,6810328,OK,10/19/18 7:30,2223361.25,OK,10/19/18 7:30,93.20765686,OK,10/19/18 7:30,99.75534058,OK,10/19/18 7:30,210.7904299,OK,
10/19/18 7:45,1714450,UNRELIABLE,10/19/18 7:45,0,OK,10/19/18 7:45,1.260042071,OK,10/19/18 7:45,6.931708813,OK,10/19/18 7:45,1185875.75,OK,10/19/18 7:45,43.08576965,OK,10/19/18 7:45,41.82572937,OK,10/19/18 7:45,131.3235086,OK,,,,,,,10/19/18 7:45,19.81593704,OK,10/19/18 7:45,101.1405869,OK,10/19/18 7:45,125.5753632,OK,10/19/18 7:45,145.3912964,OK,10/19/18 7:45,1983255.75,OK,10/19/18 7:45,10.38903427,OK,10/19/18 7:45,403730,UNRELIABLE,10/19/18 7:45,3192627,OK,10/19/18 7:45,5.699999809,OK,10/19/18 7:45,214883,OK,10/19/18 7:45,5.079999924,OK,10/19/18 7:45,48.34999847,OK,10/19/18 7:45,1582807,OK,10/19/18 7:45,0.90436089,OK,10/19/18 7:45,83.18050575,OK,10/19/18 7:45,14230509,OK,10/19/18 7:45,0,OK,10/19/18 7:45,6810389,OK,10/19/18 7:45,2223387.75,OK,10/19/18 7:45,90.21910095,OK,10/19/18 7:45,91.12345886,OK,10/19/18 7:45,216.0409744,OK,
10/19/18 8:00,1714450,UNRELIABLE,10/19/18 8:00,0,OK,10/19/18 8:00,1.223896742,OK,10/19/18 8:00,6.696810246,OK,10/19/18 8:00,1185877.5,OK,10/19/18 8:00,42.99695587,OK,10/19/18 8:00,41.77306366,OK,10/19/18 8:00,130.5757397,OK,,,,,,,10/19/18 8:00,19.36569595,OK,10/19/18 8:00,113.8307343,OK,10/19/18 8:00,125.8667526,OK,10/19/18 8:00,145.2324524,OK,10/19/18 8:00,1983279.25,OK,10/19/18 8:00,11.96378806,OK,10/19/18 8:00,403730,UNRELIABLE,10/19/18 8:00,3192657,OK,10/19/18 8:00,5.71999979,OK,10/19/18 8:00,214884,OK,10/19/18 8:00,5.300000191,OK,10/19/18 8:00,46.88999939,OK,10/19/18 8:00,1582815,OK,10/19/18 8:00,-0.010488501,OK,10/19/18 8:00,80.33418846,OK,10/19/18 8:00,14230530,OK,10/19/18 8:00,0,OK,10/19/18 8:00,6810389,OK,10/19/18 8:00,2223415,OK,10/19/18 8:00,87.35535431,OK,10/19/18 8:00,87.34486389,OK,10/19/18 8:00,222.4174691,OK,
10/19/18 8:15,1714450,UNRELIABLE,10/19/18 8:15,0,OK,10/19/18 8:15,1.274028063,OK,10/19/18 8:15,6.935770988,OK,10/19/18 8:15,1185879.25,OK,10/19/18 8:15,43.00207901,OK,10/19/18 8:15,41.72805023,OK,10/19/18 8:15,129.958076,OK,,,,,,,10/19/18 8:15,18.65756798,OK,10/19/18 8:15,127.3153839,OK,10/19/18 8:15,126.9352875,OK,10/19/18 8:15,145.592865,OK,10/19/18 8:15,1983310.375,OK,10/19/18 8:15,13.88978585,OK,10/19/18 8:15,403730,UNRELIABLE,10/19/18 8:15,3192685,OK,10/19/18 8:15,5.710000038,OK,10/19/18 8:15,214885,OK,10/19/18 8:15,5.039999962,OK,10/19/18 8:15,46.88999939,OK,10/19/18 8:15,1582823,OK,10/19/18 8:15,-0.142696053,OK,10/19/18 8:15,83.22925186,OK,10/19/18 8:15,14230551,OK,10/19/18 8:15,0,OK,10/19/18 8:15,6810389,OK,10/19/18 8:15,2223443.25,OK,10/19/18 8:15,85.16217804,OK,10/19/18 8:15,85.01948547,OK,10/19/18 8:15,229.3045697,OK,
10/19/18 8:30,1714450,UNRELIABLE,10/19/18 8:30,0,OK,10/19/18 8:30,1.117566824,OK,10/19/18 8:30,6.207199097,OK,10/19/18 8:30,1185881,OK,10/19/18 8:30,43.09600067,OK,10/19/18 8:30,41.9784317,OK,10/19/18 8:30,132.5894112,OK,,,,,,,10/19/18 8:30,18.18313026,OK,10/19/18 8:30,153.4178009,OK,10/19/18 8:30,127.4096909,OK,10/19/18 8:30,145.5928192,OK,10/19/18 8:30,1983342.75,OK,10/19/18 8:30,17.17411667,OK,10/19/18 8:30,403730,UNRELIABLE,10/19/18 8:30,3192713,OK,10/19/18 8:30,5.71999979,OK,10/19/18 8:30,214886,OK,10/19/18 8:30,5.25,OK,10/19/18 8:30,47.36999893,OK,10/19/18 8:30,1582830,OK,10/19/18 8:30,0.106204644,OK,10/19/18 8:30,74.48638916,OK,10/19/18 8:30,14230572,OK,10/19/18 8:30,0,OK,10/19/18 8:30,6810389,OK,10/19/18 8:30,2223472.25,OK,10/19/18 8:30,82.44468689,OK,10/19/18 8:30,82.55088806,OK,10/19/18 8:30,235.3666539,OK,
