OSU_RTS.CALC.1110_DW1 Time [SNAP],OSU_RTS.CALC.1110_DW1 Value [SNAP],OSU_RTS.CALC.1110_DW1 Status [SNAP],OSU_RTS.CALC.1110_DW2 Time [SNAP],OSU_RTS.CALC.1110_DW2 Value [SNAP],OSU_RTS.CALC.1110_DW2 Status [SNAP],OSU_RTS.MDBUS_RH.1110_CD Time [SNAP],OSU_RTS.MDBUS_RH.1110_CD Value [SNAP],OSU_RTS.MDBUS_RH.1110_CD Status [SNAP],OSU_RTS.MDBUS_RH.1110_CDT Time [SNAP],OSU_RTS.MDBUS_RH.1110_CDT Value [SNAP],OSU_RTS.MDBUS_RH.1110_CDT Status [SNAP],OSU_RTS.MDBUS_RH.1110_CF Time [SNAP],OSU_RTS.MDBUS_RH.1110_CF Value [SNAP],OSU_RTS.MDBUS_RH.1110_CF Status [SNAP],OSU_RTS.MDBUS_RH.1110_CH Time [SNAP],OSU_RTS.MDBUS_RH.1110_CH Value [SNAP],OSU_RTS.MDBUS_RH.1110_CH Status [SNAP],OSU_RTS.MDBUS_RH.1110_CHF Time [SNAP],OSU_RTS.MDBUS_RH.1110_CHF Value [SNAP],OSU_RTS.MDBUS_RH.1110_CHF Status [SNAP],OSU_RTS.MDBUS_RH.1110_CHT Time [SNAP],OSU_RTS.MDBUS_RH.1110_CHT Value [SNAP],OSU_RTS.MDBUS_RH.1110_CHT Status [SNAP],OSU_RTS.MDBUS_RH.1110_CR Time [SNAP],OSU_RTS.MDBUS_RH.1110_CR Value [SNAP],OSU_RTS.MDBUS_RH.1110_CR Status [SNAP],OSU_RTS.MDBUS_RH.1110_CRT Time [SNAP],OSU_RTS.MDBUS_RH.1110_CRT Value [SNAP],OSU_RTS.MDBUS_RH.1110_CRT Status [SNAP],OSU_RTS.MDBUS_RH.1110_CS Time [SNAP],OSU_RTS.MDBUS_RH.1110_CS Value [SNAP],OSU_RTS.MDBUS_RH.1110_CS Status [SNAP],OSU_RTS.MDBUS_RH.1110_CST Time [SNAP],OSU_RTS.MDBUS_RH.1110_CST Value [SNAP],OSU_RTS.MDBUS_RH.1110_CST Status [SNAP],OSU_RTS.MDBUS_RH.1110_CV Time [SNAP],OSU_RTS.MDBUS_RH.1110_CV Value [SNAP],OSU_RTS.MDBUS_RH.1110_CV Status [SNAP],OSU_RTS.MDBUS_RH.1110_CVF Time [SNAP],OSU_RTS.MDBUS_RH.1110_CVF Value [SNAP],OSU_RTS.MDBUS_RH.1110_CVF Status [SNAP],OSU_RTS.MDBUS_RH.1110_D1H Time [SNAP],OSU_RTS.MDBUS_RH.1110_D1H Value [SNAP],OSU_RTS.MDBUS_RH.1110_D1H Status [SNAP],OSU_RTS.MDBUS_RH.1110_D1L Time [SNAP],OSU_RTS.MDBUS_RH.1110_D1L Value [SNAP],OSU_RTS.MDBUS_RH.1110_D1L Status [SNAP],OSU_RTS.MDBUS_RH.1110_D2H Time [SNAP],OSU_RTS.MDBUS_RH.1110_D2H Value [SNAP],OSU_RTS.MDBUS_RH.1110_D2H Status [SNAP],OSU_RTS.MDBUS_RH.1110_D2L Time [SNAP],OSU_RTS.MDBUS_RH.1110_D2L Value [SNAP],OSU_RTS.MDBUS_RH.1110_D2L Status [SNAP],OSU_RTS.MDBUS_RH.1110_DHD Time [SNAP],OSU_RTS.MDBUS_RH.1110_DHD Value [SNAP],OSU_RTS.MDBUS_RH.1110_DHD Status [SNAP],OSU_RTS.MDBUS_RH.1110_DHF Time [SNAP],OSU_RTS.MDBUS_RH.1110_DHF Value [SNAP],OSU_RTS.MDBUS_RH.1110_DHF Status [SNAP],OSU_RTS.MDBUS_RH.1110_DHR Time [SNAP],OSU_RTS.MDBUS_RH.1110_DHR Value [SNAP],OSU_RTS.MDBUS_RH.1110_DHR Status [SNAP],OSU_RTS.MDBUS_RH.1110_DHS Time [SNAP],OSU_RTS.MDBUS_RH.1110_DHS Value [SNAP],OSU_RTS.MDBUS_RH.1110_DHS Status [SNAP],OSU_RTS.MDBUS_RH.1110_DHT Time [SNAP],OSU_RTS.MDBUS_RH.1110_DHT Value [SNAP],OSU_RTS.MDBUS_RH.1110_DHT Status [SNAP],OSU_RTS.MDBUS_RH.1110_DVF Time [SNAP],OSU_RTS.MDBUS_RH.1110_DVF Value [SNAP],OSU_RTS.MDBUS_RH.1110_DVF Status [SNAP],OSU_RTS.MDBUS_RH.1110_EC Time [SNAP],OSU_RTS.MDBUS_RH.1110_EC Value [SNAP],OSU_RTS.MDBUS_RH.1110_EC Status [SNAP],OSU_RTS.MDBUS_RH.1110_GBV Time [SNAP],OSU_RTS.MDBUS_RH.1110_GBV Value [SNAP],OSU_RTS.MDBUS_RH.1110_GBV Status [SNAP],OSU_RTS.MDBUS_RH.1110_GCV Time [SNAP],OSU_RTS.MDBUS_RH.1110_GCV Value [SNAP],OSU_RTS.MDBUS_RH.1110_GCV Status [SNAP],OSU_RTS.MDBUS_RH.1110_GP Time [SNAP],OSU_RTS.MDBUS_RH.1110_GP Value [SNAP],OSU_RTS.MDBUS_RH.1110_GP Status [SNAP],OSU_RTS.MDBUS_RH.1110_GT Time [SNAP],OSU_RTS.MDBUS_RH.1110_GT Value [SNAP],OSU_RTS.MDBUS_RH.1110_GT Status [SNAP],OSU_RTS.MDBUS_RH.1110_GUV Time [SNAP],OSU_RTS.MDBUS_RH.1110_GUV Value [SNAP],OSU_RTS.MDBUS_RH.1110_GUV Status [SNAP],OSU_RTS.MDBUS_RH.1110_HDT Time [SNAP],OSU_RTS.MDBUS_RH.1110_HDT Value [SNAP],OSU_RTS.MDBUS_RH.1110_HDT Status [SNAP],OSU_RTS.MDBUS_RH.1110_HHF Time [SNAP],OSU_RTS.MDBUS_RH.1110_HHF Value [SNAP],OSU_RTS.MDBUS_RH.1110_HHF Status [SNAP],OSU_RTS.MDBUS_RH.1110_HHT Time [SNAP],OSU_RTS.MDBUS_RH.1110_HHT Value [SNAP],OSU_RTS.MDBUS_RH.1110_HHT Status [SNAP],OSU_RTS.MDBUS_RH.1110_HMT Time [SNAP],OSU_RTS.MDBUS_RH.1110_HMT Value [SNAP],OSU_RTS.MDBUS_RH.1110_HMT Status [SNAP],OSU_RTS.MDBUS_RH.1110_HRT Time [SNAP],OSU_RTS.MDBUS_RH.1110_HRT Value [SNAP],OSU_RTS.MDBUS_RH.1110_HRT Status [SNAP],OSU_RTS.MDBUS_RH.1110_HST Time [SNAP],OSU_RTS.MDBUS_RH.1110_HST Value [SNAP],OSU_RTS.MDBUS_RH.1110_HST Status [SNAP],OSU_RTS.MDBUS_RH.1110_HVF Time [SNAP],OSU_RTS.MDBUS_RH.1110_HVF Value [SNAP],OSU_RTS.MDBUS_RH.1110_HVF Status [SNAP],OSU_RTS.MDBUS_RH.1110C_HF Time [SNAP],OSU_RTS.MDBUS_RH.1110C_HF Value [SNAP],OSU_RTS.MDBUS_RH.1110C_HF Status [SNAP],OSU_RTS.MDBUS_RH.1110C_HG Time [SNAP],OSU_RTS.MDBUS_RH.1110C_HG Value [SNAP],OSU_RTS.MDBUS_RH.1110C_HG Status [SNAP],Comments
10/18/18 2:45,910569,OK,10/18/18 2:45,175395,OK,10/18/18 2:45,2.576178551,OK,10/18/18 2:45,7.125792503,OK,10/18/18 2:45,24.9771347,OK,10/18/18 2:45,2331926.5,OK,10/18/18 2:45,3.392480373,OK,10/18/18 2:45,762300.875,OK,10/18/18 2:45,44.26981354,OK,10/18/18 2:45,50.43024445,OK,10/18/18 2:45,41.69363403,OK,10/18/18 2:45,43.30445099,OK,10/18/18 2:45,231.4484765,OK,10/18/18 2:45,11.38463321,OK,,,,,,,,,,,,,10/18/18 2:45,17.48692894,OK,10/18/18 2:45,28.78860283,OK,10/18/18 2:45,130.0428772,OK,10/18/18 2:45,147.5298157,OK,10/18/18 2:45,846054.0625,OK,10/18/18 2:45,3.352372395,OK,10/18/18 2:45,2267696,OK,10/18/18 2:45,3.79E-37,OK,10/18/18 2:45,3.79E-37,OK,10/18/18 2:45,3.79E-37,LOW ALARM,10/18/18 2:45,3.79E-37,OK,10/18/18 2:45,0,OK,10/18/18 2:45,2.986253738,OK,10/18/18 2:45,212.502121,OK,10/18/18 2:45,4001086,OK,10/18/18 2:45,1001678.813,OK,10/18/18 2:45,130.5675049,OK,10/18/18 2:45,133.5537567,OK,10/18/18 2:45,144.3893949,OK,10/18/18 2:45,299.7256165,OK,10/18/18 2:45,27983118,OK,
10/18/18 3:00,910577,OK,10/18/18 3:00,175396,OK,10/18/18 3:00,2.436062574,OK,10/18/18 3:00,8.750555992,OK,10/18/18 3:00,23.75019455,OK,10/18/18 3:00,2331932.75,OK,10/18/18 3:00,3.730368376,OK,10/18/18 3:00,762301.75,OK,10/18/18 3:00,44.06863785,OK,10/18/18 3:00,52.01558685,OK,10/18/18 3:00,41.63257599,OK,10/18/18 3:00,43.26502991,OK,10/18/18 3:00,232.7373207,OK,10/18/18 3:00,10.19543808,OK,,,,,,,,,,,,,10/18/18 3:00,16.37611389,OK,10/18/18 3:00,23.34807014,OK,10/18/18 3:00,129.2667847,OK,10/18/18 3:00,145.6428986,OK,10/18/18 3:00,846059.8125,OK,10/18/18 3:00,2.901989038,OK,10/18/18 3:00,2267719,OK,10/18/18 3:00,3.79E-37,OK,10/18/18 3:00,3.79E-37,OK,10/18/18 3:00,3.79E-37,LOW ALARM,10/18/18 3:00,3.79E-37,OK,10/18/18 3:00,0,OK,10/18/18 3:00,3.461488008,OK,10/18/18 3:00,246.8873138,OK,10/18/18 3:00,4001145.5,OK,10/18/18 3:00,1001696.688,OK,10/18/18 3:00,130.5825348,OK,10/18/18 3:00,134.0440216,OK,10/18/18 3:00,144.606424,OK,10/18/18 3:00,285.0023346,OK,10/18/18 3:00,27983193,OK,
10/18/18 3:15,910578,OK,10/18/18 3:15,175396,OK,10/18/18 3:15,2.522984982,OK,10/18/18 3:15,7.557228088,OK,10/18/18 3:15,24.63469505,OK,10/18/18 3:15,2331939,OK,10/18/18 3:15,3.616240501,OK,10/18/18 3:15,762302.6875,OK,10/18/18 3:15,44.08545685,OK,10/18/18 3:15,50.82260132,OK,10/18/18 3:15,41.56246948,OK,10/18/18 3:15,43.26537323,OK,10/18/18 3:15,233.0880113,OK,10/18/18 3:15,11.44306028,OK,,,,,,,,,,,,,10/18/18 3:15,15.79452515,OK,10/18/18 3:15,0,OK,10/18/18 3:15,128.4562836,OK,10/18/18 3:15,144.2508087,OK,10/18/18 3:15,846062.125,OK,10/18/18 3:15,0,OK,10/18/18 3:15,2267740,OK,10/18/18 3:15,3.79E-37,OK,10/18/18 3:15,3.79E-37,OK,10/18/18 3:15,3.79E-37,LOW ALARM,10/18/18 3:15,3.79E-37,OK,10/18/18 3:15,0,OK,10/18/18 3:15,4.084532261,OK,10/18/18 3:15,295.059906,OK,10/18/18 3:15,4001205,OK,10/18/18 3:15,1001714.625,OK,10/18/18 3:15,130.3276062,OK,10/18/18 3:15,134.4121399,OK,10/18/18 3:15,146.503402,OK,10/18/18 3:15,295.6163406,OK,10/18/18 3:15,27983268,OK,
10/18/18 3:30,910580,OK,10/18/18 3:30,175397,OK,10/18/18 3:30,2.643464565,OK,10/18/18 3:30,8.630904198,OK,10/18/18 3:30,25.52667046,OK,10/18/18 3:30,2331945.25,OK,10/18/18 3:30,3.901750565,OK,10/18/18 3:30,762303.5,OK,10/18/18 3:30,44.11300278,OK,10/18/18 3:30,51.71882629,OK,10/18/18 3:30,41.46953583,OK,10/18/18 3:30,43.08792114,OK,10/18/18 3:30,230.5197796,OK,10/18/18 3:30,10.81099299,OK,,,,,,,,,,,,,10/18/18 3:30,16.24454308,OK,10/18/18 3:30,19.15737534,OK,10/18/18 3:30,126.9535294,OK,10/18/18 3:30,143.1980743,OK,10/18/18 3:30,846064.125,OK,10/18/18 3:30,2.399130674,OK,10/18/18 3:30,2267763,OK,10/18/18 3:30,3.79E-37,OK,10/18/18 3:30,3.79E-37,OK,10/18/18 3:30,3.79E-37,LOW ALARM,10/18/18 3:30,3.79E-37,OK,10/18/18 3:30,0,OK,10/18/18 3:30,4.217342377,OK,10/18/18 3:30,298.7729187,OK,10/18/18 3:30,4001283.25,OK,10/18/18 3:30,1001732.5,OK,10/18/18 3:30,130.6011963,OK,10/18/18 3:30,134.8185425,OK,10/18/18 3:30,143.7989697,OK,10/18/18 3:30,306.3200455,OK,10/18/18 3:30,27983343,OK,
10/18/18 3:45,910582,OK,10/18/18 3:45,175397,OK,10/18/18 3:45,2.448042631,OK,10/18/18 3:45,7.432562828,OK,10/18/18 3:45,23.6492672,OK,10/18/18 3:45,2331951.25,OK,10/18/18 3:45,3.111214161,OK,10/18/18 3:45,762304.4375,OK,10/18/18 3:45,44.11450195,OK,10/18/18 3:45,50.4546814,OK,10/18/18 3:45,41.66645813,OK,10/18/18 3:45,43.02211761,OK,10/18/18 3:45,230.6143127,OK,10/18/18 3:45,10.00917947,OK,,,,,,,,,,,,,10/18/18 3:45,18.67765045,OK,10/18/18 3:45,0,OK,10/18/18 3:45,126.347702,OK,10/18/18 3:45,145.0253448,OK,10/18/18 3:45,846065.875,OK,10/18/18 3:45,0,OK,10/18/18 3:45,2267785,OK,10/18/18 3:45,3.79E-37,OK,10/18/18 3:45,3.79E-37,OK,10/18/18 3:45,3.79E-37,LOW ALARM,10/18/18 3:45,3.79E-37,OK,10/18/18 3:45,0,OK,10/18/18 3:45,5.200446129,OK,10/18/18 3:45,399.3473816,OK,10/18/18 3:45,4001366.5,OK,10/18/18 3:45,1001751.375,OK,10/18/18 3:45,130.5032349,OK,10/18/18 3:45,135.7036743,OK,10/18/18 3:45,155.9091565,OK,10/18/18 3:45,283.7912064,OK,10/18/18 3:45,27983415,OK,
10/18/18 4:00,910583,OK,10/18/18 4:00,175398,OK,10/18/18 4:00,2.501560211,OK,10/18/18 4:00,7.030230522,OK,10/18/18 4:00,24.46369553,OK,10/18/18 4:00,2331957.5,OK,10/18/18 4:00,3.133353949,OK,10/18/18 4:00,762305.25,OK,10/18/18 4:00,44.05306244,OK,10/18/18 4:00,50.15900421,OK,10/18/18 4:00,41.55150223,OK,10/18/18 4:00,43.12877655,OK,10/18/18 4:00,233.355139,OK,10/18/18 4:00,10.65719048,OK,,,,,,,,,,,,,10/18/18 4:00,26.10233688,OK,10/18/18 4:00,0,OK,10/18/18 4:00,125.5830917,OK,10/18/18 4:00,151.6854248,OK,10/18/18 4:00,846065.875,OK,10/18/18 4:00,0,OK,10/18/18 4:00,2267808,OK,10/18/18 4:00,3.79E-37,OK,10/18/18 4:00,3.79E-37,OK,10/18/18 4:00,3.79E-37,LOW ALARM,10/18/18 4:00,3.79E-37,OK,10/18/18 4:00,0,OK,10/18/18 4:00,4.668793678,OK,10/18/18 4:00,361.138916,OK,10/18/18 4:00,4001457.25,OK,10/18/18 4:00,1001770.563,OK,10/18/18 4:00,130.8100891,OK,10/18/18 4:00,135.4788818,OK,10/18/18 4:00,157.0375482,OK,10/18/18 4:00,293.5643463,OK,10/18/18 4:00,27983490,OK,
10/18/18 4:15,910587,OK,10/18/18 4:15,175398,OK,10/18/18 4:15,2.425229073,OK,10/18/18 4:15,8.310316086,OK,10/18/18 4:15,23.68494225,OK,10/18/18 4:15,2331963.5,OK,10/18/18 4:15,4.170935154,OK,10/18/18 4:15,762306.125,OK,10/18/18 4:15,43.93727112,OK,10/18/18 4:15,51.36310577,OK,10/18/18 4:15,41.51203918,OK,10/18/18 4:15,43.05278778,OK,10/18/18 4:15,233.1348709,OK,10/18/18 4:15,12.00228268,OK,,,,,,,,,,,,,10/18/18 4:15,26.24267197,OK,10/18/18 4:15,37.78196335,OK,10/18/18 4:15,123.8443222,OK,10/18/18 4:15,150.0869904,OK,10/18/18 4:15,846073.75,OK,10/18/18 4:15,2.93424829,OK,10/18/18 4:15,2267830,OK,10/18/18 4:15,3.79E-37,OK,10/18/18 4:15,3.79E-37,OK,10/18/18 4:15,3.79E-37,LOW ALARM,10/18/18 4:15,3.79E-37,OK,10/18/18 4:15,0,OK,10/18/18 4:15,4.489976883,OK,10/18/18 4:15,342.6043091,OK,10/18/18 4:15,4001545,OK,10/18/18 4:15,1001789.75,OK,10/18/18 4:15,131.5939331,OK,10/18/18 4:15,136.0839081,OK,10/18/18 4:15,155.0817962,OK,10/18/18 4:15,284.2193069,OK,10/18/18 4:15,27983562,OK,
10/18/18 4:30,910589,OK,10/18/18 4:30,175398,OK,10/18/18 4:30,2.508674145,OK,10/18/18 4:30,7.351894379,OK,10/18/18 4:30,24.22652054,OK,10/18/18 4:30,2331969,OK,10/18/18 4:30,3.061003447,OK,10/18/18 4:30,762307.0625,OK,10/18/18 4:30,43.97389221,OK,10/18/18 4:30,50.41316986,OK,10/18/18 4:30,41.46521759,OK,10/18/18 4:30,43.0612793,OK,10/18/18 4:30,230.5335494,OK,10/18/18 4:30,9.955750258,OK,,,,,,,,,,,,,10/18/18 4:30,22.67060852,OK,10/18/18 4:30,30.17299461,OK,10/18/18 4:30,125.9961319,OK,10/18/18 4:30,148.666748,OK,10/18/18 4:30,846077.6875,OK,10/18/18 4:30,2.711269434,OK,10/18/18 4:30,2267852,OK,10/18/18 4:30,3.79E-37,OK,10/18/18 4:30,3.79E-37,OK,10/18/18 4:30,3.79E-37,LOW ALARM,10/18/18 4:30,3.79E-37,OK,10/18/18 4:30,0,OK,10/18/18 4:30,4.624985218,OK,10/18/18 4:30,355.0130615,OK,10/18/18 4:30,4001629.25,OK,10/18/18 4:30,1001808.938,OK,10/18/18 4:30,132.3492432,OK,10/18/18 4:30,136.9742432,OK,10/18/18 4:30,155.901702,OK,10/18/18 4:30,290.7182465,OK,10/18/18 4:30,27983628,OK,
10/18/18 4:45,910592,OK,10/18/18 4:45,175398,OK,10/18/18 4:45,2.178946018,OK,10/18/18 4:45,8.746202469,OK,10/18/18 4:45,21.22054672,OK,10/18/18 4:45,2331974.5,OK,10/18/18 4:45,3.620225668,OK,10/18/18 4:45,762307.875,OK,10/18/18 4:45,43.91188049,OK,10/18/18 4:45,51.84127045,OK,10/18/18 4:45,41.73293304,OK,10/18/18 4:45,43.09506989,OK,10/18/18 4:45,232.4865507,OK,10/18/18 4:45,9.898849096,OK,,,,,,,,,,,,,10/18/18 4:45,20.72820091,OK,10/18/18 4:45,27.63889885,OK,10/18/18 4:45,126.7633667,OK,10/18/18 4:45,147.4915771,OK,10/18/18 4:45,846081.3125,OK,10/18/18 4:45,2.715417873,OK,10/18/18 4:45,2267873,OK,10/18/18 4:45,3.79E-37,OK,10/18/18 4:45,3.79E-37,OK,10/18/18 4:45,3.79E-37,LOW ALARM,10/18/18 4:45,3.79E-37,OK,10/18/18 4:45,0,OK,10/18/18 4:45,5.076090813,OK,10/18/18 4:45,411.2163696,OK,10/18/18 4:45,4001715.75,OK,10/18/18 4:45,1001828.5,OK,10/18/18 4:45,132.2641907,OK,10/18/18 4:45,137.340271,OK,10/18/18 4:45,164.5515169,OK,10/18/18 4:45,254.6465607,OK,10/18/18 4:45,27983694,OK,
10/18/18 5:00,910595,OK,10/18/18 5:00,175398,OK,10/18/18 5:00,2.438426018,OK,10/18/18 5:00,6.538885117,OK,10/18/18 5:00,23.80768585,OK,10/18/18 5:00,2331980.25,OK,10/18/18 5:00,3.009691,OK,10/18/18 5:00,762308.75,OK,10/18/18 5:00,43.85059357,OK,10/18/18 5:00,49.75223541,OK,10/18/18 5:00,41.4121666,OK,10/18/18 5:00,43.21334839,OK,10/18/18 5:00,233.075039,OK,10/18/18 5:00,10.97305474,OK,,,,,,,,,,,,,10/18/18 5:00,18.83202553,OK,10/18/18 5:00,0,OK,10/18/18 5:00,127.4172058,OK,10/18/18 5:00,146.2492371,OK,10/18/18 5:00,846083.875,OK,10/18/18 5:00,0,OK,10/18/18 5:00,2267896,OK,10/18/18 5:00,3.79E-37,OK,10/18/18 5:00,3.79E-37,OK,10/18/18 5:00,3.79E-37,LOW ALARM,10/18/18 5:00,3.79E-37,OK,10/18/18 5:00,0,OK,10/18/18 5:00,4.886584759,OK,10/18/18 5:00,393.6329346,OK,10/18/18 5:00,4001820,OK,10/18/18 5:00,1001848.625,OK,10/18/18 5:00,133.1780701,OK,10/18/18 5:00,138.0646515,OK,10/18/18 5:00,163.657277,OK,10/18/18 5:00,285.6922302,OK,10/18/18 5:00,27983763,OK,
10/18/18 5:15,910599,OK,10/18/18 5:15,175399,OK,10/18/18 5:15,2.229542732,OK,10/18/18 5:15,6.709412575,OK,10/18/18 5:15,21.65433311,OK,10/18/18 5:15,2331985.75,OK,10/18/18 5:15,2.920044184,OK,10/18/18 5:15,762309.4375,OK,10/18/18 5:15,43.84648895,OK,10/18/18 5:15,49.7960701,OK,10/18/18 5:15,41.61694717,OK,10/18/18 5:15,43.08665848,OK,10/18/18 5:15,231.6826121,OK,10/18/18 5:15,10.40611429,OK,,,,,,,,,,,,,10/18/18 5:15,19.08000374,OK,10/18/18 5:15,23.39196777,OK,10/18/18 5:15,126.1904297,OK,10/18/18 5:15,145.2704315,OK,10/18/18 5:15,846085,OK,10/18/18 5:15,2.495335194,OK,10/18/18 5:15,2267919,OK,10/18/18 5:15,3.79E-37,OK,10/18/18 5:15,3.79E-37,OK,10/18/18 5:15,3.79E-37,LOW ALARM,10/18/18 5:15,3.79E-37,OK,10/18/18 5:15,0,OK,10/18/18 5:15,4.499660969,OK,10/18/18 5:15,369.4435425,OK,10/18/18 5:15,4001919.25,OK,10/18/18 5:15,1001868.813,OK,10/18/18 5:15,133.5127869,OK,10/18/18 5:15,138.0124512,OK,10/18/18 5:15,166.8056961,OK,10/18/18 5:15,259.6581116,OK,10/18/18 5:15,27983829,OK,
10/18/18 5:30,910603,OK,10/18/18 5:30,175400,OK,10/18/18 5:30,2.449816704,OK,10/18/18 5:30,8.081773758,OK,10/18/18 5:30,23.78972626,OK,10/18/18 5:30,2331991.5,OK,10/18/18 5:30,3.613197565,OK,10/18/18 5:30,762310.25,OK,10/18/18 5:30,43.87174225,OK,10/18/18 5:30,51.13089752,OK,10/18/18 5:30,41.42192841,OK,10/18/18 5:30,43.04912567,OK,10/18/18 5:30,232.4560488,OK,10/18/18 5:30,10.69115315,OK,,,,,,,,,,,,,10/18/18 5:30,17.97556686,OK,10/18/18 5:30,0,OK,10/18/18 5:30,126.0970154,OK,10/18/18 5:30,144.0725861,OK,10/18/18 5:30,846089.5625,OK,10/18/18 5:30,0,OK,10/18/18 5:30,2267940,OK,10/18/18 5:30,3.79E-37,OK,10/18/18 5:30,3.79E-37,OK,10/18/18 5:30,3.79E-37,LOW ALARM,10/18/18 5:30,3.79E-37,OK,10/18/18 5:30,0,OK,10/18/18 5:30,4.276689529,OK,10/18/18 5:30,357.42099,OK,10/18/18 5:30,4002008.75,OK,10/18/18 5:30,1001889.625,OK,10/18/18 5:30,133.5009918,OK,10/18/18 5:30,137.7776794,OK,10/18/18 5:30,169.717294,OK,10/18/18 5:30,286.2650986,OK,10/18/18 5:30,27983898,OK,
10/18/18 5:45,910610,OK,10/18/18 5:45,175401,OK,10/18/18 5:45,2.340505123,OK,10/18/18 5:45,6.576947212,OK,10/18/18 5:45,22.50849152,OK,10/18/18 5:45,2331997,OK,10/18/18 5:45,3.20919323,OK,10/18/18 5:45,762311.125,OK,10/18/18 5:45,43.95764923,OK,10/18/18 5:45,49.6081543,OK,10/18/18 5:45,41.61714935,OK,10/18/18 5:45,43.03120804,OK,10/18/18 5:45,229.5747086,OK,10/18/18 5:45,11.65144457,OK,,,,,,,,,,,,,10/18/18 5:45,18.34176064,OK,10/18/18 5:45,39.690979,OK,10/18/18 5:45,124.8500519,OK,10/18/18 5:45,143.1918182,OK,10/18/18 5:45,846096.4375,OK,10/18/18 5:45,4.402504532,OK,10/18/18 5:45,2267962,OK,10/18/18 5:45,3.79E-37,OK,10/18/18 5:45,3.79E-37,OK,10/18/18 5:45,3.79E-37,LOW ALARM,10/18/18 5:45,3.79E-37,OK,10/18/18 5:45,0,OK,10/18/18 5:45,5.082504749,OK,10/18/18 5:45,440.0677795,OK,10/18/18 5:45,4002106,OK,10/18/18 5:45,1001910.75,OK,10/18/18 5:45,133.6098938,OK,10/18/18 5:45,138.6923828,OK,10/18/18 5:45,175.9411652,OK,10/18/18 5:45,270.1018982,OK,10/18/18 5:45,27983964,OK,
10/18/18 6:00,910618,OK,10/18/18 6:00,175401,OK,10/18/18 6:00,2.249554873,OK,10/18/18 6:00,7.816656113,OK,10/18/18 6:00,21.78394699,OK,10/18/18 6:00,2332002.5,OK,10/18/18 6:00,3.265215158,OK,10/18/18 6:00,762311.875,OK,10/18/18 6:00,43.86018753,OK,10/18/18 6:00,50.88215256,OK,10/18/18 6:00,41.61063385,OK,10/18/18 6:00,43.06549835,OK,10/18/18 6:00,231.1676604,OK,10/18/18 6:00,9.989013049,OK,,,,,,,,,,,,,10/18/18 6:00,25.67025757,OK,10/18/18 6:00,54.22571564,OK,10/18/18 6:00,125.9750443,OK,10/18/18 6:00,151.6452942,OK,10/18/18 6:00,846107.25,OK,10/18/18 6:00,4.30663266,OK,10/18/18 6:00,2267984,OK,10/18/18 6:00,3.79E-37,OK,10/18/18 6:00,3.79E-37,OK,10/18/18 6:00,3.79E-37,LOW ALARM,10/18/18 6:00,3.79E-37,OK,10/18/18 6:00,0,OK,10/18/18 6:00,5.020001888,OK,10/18/18 6:00,432.6871338,OK,10/18/18 6:00,4002221.25,OK,10/18/18 6:00,1001932.438,OK,10/18/18 6:00,133.7777863,OK,10/18/18 6:00,138.7977905,OK,10/18/18 6:00,175.1493688,OK,10/18/18 6:00,261.4073639,OK,10/18/18 6:00,27984030,OK,
10/18/18 6:15,910624,OK,10/18/18 6:15,175402,OK,10/18/18 6:15,2.136948586,OK,10/18/18 6:15,7.549702644,OK,10/18/18 6:15,20.97094154,OK,10/18/18 6:15,2332007.75,OK,10/18/18 6:15,3.166056156,OK,10/18/18 6:15,762312.625,OK,10/18/18 6:15,43.75950623,OK,10/18/18 6:15,50.72643661,OK,10/18/18 6:15,41.62255478,OK,10/18/18 6:15,43.17673492,OK,10/18/18 6:15,234.2671201,OK,10/18/18 6:15,10.02820654,OK,,,,,,,,,,,,,10/18/18 6:15,24.41967583,OK,10/18/18 6:15,51.91446686,OK,10/18/18 6:15,126.730072,OK,10/18/18 6:15,151.1497498,OK,10/18/18 6:15,846120.4375,OK,10/18/18 6:15,4.333554789,OK,10/18/18 6:15,2268006,OK,10/18/18 6:15,3.79E-37,OK,10/18/18 6:15,3.79E-37,OK,10/18/18 6:15,3.79E-37,LOW ALARM,10/18/18 6:15,3.79E-37,OK,10/18/18 6:15,0,OK,10/18/18 6:15,4.109044552,OK,10/18/18 6:15,355.719574,OK,10/18/18 6:15,4002318.25,OK,10/18/18 6:15,1001954.125,OK,10/18/18 6:15,134.6137695,OK,10/18/18 6:15,138.7228088,OK,10/18/18 6:15,175.9124049,OK,10/18/18 6:15,251.6512985,OK,10/18/18 6:15,27984093,OK,
