OSU_RTS.MDBUS_C1.148_CDT Time [SNAP],OSU_RTS.MDBUS_C1.148_CDT Value [SNAP],OSU_RTS.MDBUS_C1.148_CDT Status [SNAP],OSU_RTS.MDBUS_C1.148_CHF Time [SNAP],OSU_RTS.MDBUS_C1.148_CHF Value [SNAP],OSU_RTS.MDBUS_C1.148_CHF Status [SNAP],OSU_RTS.MDBUS_C1.148_CHT Time [SNAP],OSU_RTS.MDBUS_C1.148_CHT Value [SNAP],OSU_RTS.MDBUS_C1.148_CHT Status [SNAP],OSU_RTS.MDBUS_C1.148_CRWT Time [SNAP],OSU_RTS.MDBUS_C1.148_CRWT Value [SNAP],OSU_RTS.MDBUS_C1.148_CRWT Status [SNAP],OSU_RTS.MDBUS_C1.148_CSWT Time [SNAP],OSU_RTS.MDBUS_C1.148_CSWT Value [SNAP],OSU_RTS.MDBUS_C1.148_CSWT Status [SNAP],OSU_RTS.MDBUS_C1.148_CVF Time [SNAP],OSU_RTS.MDBUS_C1.148_CVF Value [SNAP],OSU_RTS.MDBUS_C1.148_CVF Status [SNAP],OSU_RTS.MDBUS_C1.148_HF Time [SNAP],OSU_RTS.MDBUS_C1.148_HF Value [SNAP],OSU_RTS.MDBUS_C1.148_HF Status [SNAP],OSU_RTS.MDBUS_C1.148_HGT Time [SNAP],OSU_RTS.MDBUS_C1.148_HGT Value [SNAP],OSU_RTS.MDBUS_C1.148_HGT Status [SNAP],OSU_RTS.MDBUS_CC.148_MHT Time [SNAP],OSU_RTS.MDBUS_CC.148_MHT Value [SNAP],OSU_RTS.MDBUS_CC.148_MHT Status [SNAP],OSU_RTS.MDBUS_CC.148_PHT Time [SNAP],OSU_RTS.MDBUS_CC.148_PHT Value [SNAP],OSU_RTS.MDBUS_CC.148_PHT Status [SNAP],OSU_RTS.MDBUS_E1.148E1_C Time [SNAP],OSU_RTS.MDBUS_E1.148E1_C Value [SNAP],OSU_RTS.MDBUS_E1.148E1_C Status [SNAP],OSU_RTS.MDBUS_E1.148E2_C Time [SNAP],OSU_RTS.MDBUS_E1.148E2_C Value [SNAP],OSU_RTS.MDBUS_E1.148E2_C Status [SNAP],OSU_RTS.MDBUS_G1.148_GBV Time [SNAP],OSU_RTS.MDBUS_G1.148_GBV Value [SNAP],OSU_RTS.MDBUS_G1.148_GBV Status [SNAP],OSU_RTS.MDBUS_G1.148_GUV Time [SNAP],OSU_RTS.MDBUS_G1.148_GUV Value [SNAP],OSU_RTS.MDBUS_G1.148_GUV Status [SNAP],OSU_RTS.MDBUS_RT.148S_C Time [SNAP],OSU_RTS.MDBUS_RT.148S_C Value [SNAP],OSU_RTS.MDBUS_RT.148S_C Status [SNAP],OSU_RTS.MDBUS_RT.148S_HF Time [SNAP],OSU_RTS.MDBUS_RT.148S_HF Value [SNAP],OSU_RTS.MDBUS_RT.148S_HF Status [SNAP],OSU_RTS.MDBUS_RT.148S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.148S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.148S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.148S_I Time [SNAP],OSU_RTS.MDBUS_RT.148S_I Value [SNAP],OSU_RTS.MDBUS_RT.148S_I Status [SNAP],OSU_RTS.MDBUS_RT.148S_P Time [SNAP],OSU_RTS.MDBUS_RT.148S_P Value [SNAP],OSU_RTS.MDBUS_RT.148S_P Status [SNAP],OSU_RTS.MDBUS_RT.148S_T Time [SNAP],OSU_RTS.MDBUS_RT.148S_T Value [SNAP],OSU_RTS.MDBUS_RT.148S_T Status [SNAP],Comments
10/16/18 2:15,5.299321175,OK,10/16/18 2:15,132.5700836,OK,10/16/18 2:15,21111310,OK,10/16/18 2:15,46.79330063,OK,10/16/18 2:15,41.49398041,OK,10/16/18 2:15,597.5510254,OK,10/16/18 2:15,1590.841003,OK,10/16/18 2:15,253335720,OK,,,,,,,10/16/18 2:15,5319381,OK,10/16/18 2:15,9337250,OK,10/16/18 2:15,5.820000172,OK,10/16/18 2:15,5280,OK,10/16/18 2:15,225195.125,OK,10/16/18 2:15,5.289387703,OK,10/16/18 2:15,292966.5313,OK,10/16/18 2:15,4.048930664,OK,10/16/18 2:15,175.6909637,OK,10/16/18 2:15,567.7458496,OK,
10/16/18 2:30,7.295239925,OK,10/16/18 2:30,182.4076538,OK,10/16/18 2:30,21111344,OK,10/16/18 2:30,48.78734589,OK,10/16/18 2:30,41.49210739,OK,10/16/18 2:30,597.5458984,OK,10/16/18 2:30,2188.891846,OK,10/16/18 2:30,253336128,OK,,,,,,,10/16/18 2:30,5319479,OK,10/16/18 2:30,9337344,OK,10/16/18 2:30,5.820000172,OK,10/16/18 2:30,5280,OK,10/16/18 2:30,225196.25,OK,10/16/18 2:30,8.16518116,OK,10/16/18 2:30,292968.0313,OK,10/16/18 2:30,6.251619629,OK,10/16/18 2:30,177.6406097,OK,10/16/18 2:30,567.5273438,OK,
10/16/18 2:45,6.182001114,OK,10/16/18 2:45,154.4024506,OK,10/16/18 2:45,21111380,OK,10/16/18 2:45,47.70936584,OK,10/16/18 2:45,41.52736664,OK,10/16/18 2:45,596.7520142,OK,10/16/18 2:45,1852.829407,OK,10/16/18 2:45,253336560,OK,,,,,,,10/16/18 2:45,5319586,OK,10/16/18 2:45,9337437,OK,10/16/18 2:45,5.820000172,OK,10/16/18 2:45,5280,OK,10/16/18 2:45,225197.5313,OK,10/16/18 2:45,7.028689861,OK,10/16/18 2:45,292969.6875,OK,10/16/18 2:45,5.379489258,OK,10/16/18 2:45,174.0979004,OK,10/16/18 2:45,567.9004517,OK,
10/16/18 3:00,5.397397041,OK,10/16/18 3:00,134.997345,OK,10/16/18 3:00,21111416,OK,10/16/18 3:00,46.85210419,OK,10/16/18 3:00,41.45470428,OK,10/16/18 3:00,597.4437256,OK,10/16/18 3:00,1619.96814,OK,10/16/18 3:00,253336992,OK,,,,,,,10/16/18 3:00,5319693,OK,10/16/18 3:00,9337530,OK,10/16/18 3:00,5.820000172,OK,10/16/18 3:00,5280,OK,10/16/18 3:00,225198.8281,OK,10/16/18 3:00,5.263333797,OK,10/16/18 3:00,292971.4063,OK,10/16/18 3:00,4.02677002,OK,10/16/18 3:00,176.8462067,OK,10/16/18 3:00,569.2989502,OK,
10/16/18 3:15,5.752501011,OK,10/16/18 3:15,144.1404877,OK,10/16/18 3:15,21111452,OK,10/16/18 3:15,47.30929947,OK,10/16/18 3:15,41.55680084,OK,10/16/18 3:15,598.6225586,OK,10/16/18 3:15,1729.685852,OK,10/16/18 3:15,253337424,OK,,,,,,,10/16/18 3:15,5319794,OK,10/16/18 3:15,9337623,OK,10/16/18 3:15,5.820000172,OK,10/16/18 3:15,5280,OK,10/16/18 3:15,225200.0625,OK,10/16/18 3:15,8.418984413,OK,10/16/18 3:15,292973,OK,10/16/18 3:15,6.443154297,OK,10/16/18 3:15,176.8072968,OK,10/16/18 3:15,568.4732666,OK,
10/16/18 3:30,4.682303429,OK,10/16/18 3:30,114.5979538,OK,10/16/18 3:30,21111484,OK,10/16/18 3:30,46.39345932,OK,10/16/18 3:30,41.71115875,OK,10/16/18 3:30,584.5345459,OK,10/16/18 3:30,1375.175446,OK,10/16/18 3:30,253337808,OK,,,,,,,10/16/18 3:30,5319900,OK,10/16/18 3:30,9337717,OK,10/16/18 3:30,5.820000172,OK,10/16/18 3:30,5280,OK,10/16/18 3:30,225201.3594,OK,10/16/18 3:30,6.058001995,OK,10/16/18 3:30,292974.7188,OK,10/16/18 3:30,4.636139648,OK,10/16/18 3:30,175.4036407,OK,10/16/18 3:30,568.3193359,OK,
10/16/18 3:45,5.449796677,OK,10/16/18 3:45,136.3023682,OK,10/16/18 3:45,21111516,OK,10/16/18 3:45,47.0131073,OK,10/16/18 3:45,41.56330872,OK,10/16/18 3:45,597.4589844,OK,10/16/18 3:45,1635.628418,OK,10/16/18 3:45,253338192,OK,,,,,,,10/16/18 3:45,5320003,OK,10/16/18 3:45,9337810,OK,10/16/18 3:45,5.820000172,OK,10/16/18 3:45,5280,OK,10/16/18 3:45,225202.4844,OK,10/16/18 3:45,4.869979858,OK,10/16/18 3:45,292976.1563,OK,10/16/18 3:45,3.728494629,OK,10/16/18 3:45,175.2519073,OK,10/16/18 3:45,567.2666626,OK,
10/16/18 4:00,6.795299053,OK,10/16/18 4:00,170.4503174,OK,10/16/18 4:00,21111552,OK,10/16/18 4:00,48.38014221,OK,10/16/18 4:00,41.58483887,OK,10/16/18 4:00,599.416748,OK,10/16/18 4:00,2045.403809,OK,10/16/18 4:00,253338624,OK,,,,,,,10/16/18 4:00,5320100,OK,10/16/18 4:00,9337903,OK,10/16/18 4:00,5.820000172,OK,10/16/18 4:00,5280,OK,10/16/18 4:00,225203.75,OK,10/16/18 4:00,7.349674225,OK,10/16/18 4:00,292977.8125,OK,10/16/18 4:00,5.621822754,OK,10/16/18 4:00,174.6930695,OK,10/16/18 4:00,569.467041,OK,
10/16/18 4:15,5.730471611,OK,10/16/18 4:15,143.8752594,OK,10/16/18 4:15,21111588,OK,10/16/18 4:15,47.18962097,OK,10/16/18 4:15,41.45914841,OK,10/16/18 4:15,600.2857666,OK,10/16/18 4:15,1727.9328,OK,10/16/18 4:15,253339056,OK,,,,,,,10/16/18 4:15,5320200,OK,10/16/18 4:15,9337996,OK,10/16/18 4:15,5.820000172,OK,10/16/18 4:15,5280,OK,10/16/18 4:15,225205.0781,OK,10/16/18 4:15,7.554302692,OK,10/16/18 4:15,292979.5625,OK,10/16/18 4:15,5.776229492,OK,10/16/18 4:15,175.7057953,OK,10/16/18 4:15,570.5321045,OK,
10/16/18 4:30,4.938467026,OK,10/16/18 4:30,124.1010666,OK,10/16/18 4:30,21111622,OK,10/16/18 4:30,46.33680725,OK,10/16/18 4:30,41.39833832,OK,10/16/18 4:30,600.1410522,OK,10/16/18 4:30,1489.212799,OK,10/16/18 4:30,253339464,OK,,,,,,,10/16/18 4:30,5320301,OK,10/16/18 4:30,9338089,OK,10/16/18 4:30,5.820000172,OK,10/16/18 4:30,5280,OK,10/16/18 4:30,225206.2969,OK,10/16/18 4:30,5.299150467,OK,10/16/18 4:30,292981.1563,OK,10/16/18 4:30,4.053611816,OK,10/16/18 4:30,176.3732452,OK,10/16/18 4:30,569.5690918,OK,
10/16/18 4:45,5.236410141,OK,10/16/18 4:45,131.3283081,OK,10/16/18 4:45,21111654,OK,10/16/18 4:45,46.59913635,OK,10/16/18 4:45,41.36272812,OK,10/16/18 4:45,599.0151367,OK,10/16/18 4:45,1575.939697,OK,10/16/18 4:45,253339848,OK,,,,,,,10/16/18 4:45,5320401,OK,10/16/18 4:45,9338182,OK,10/16/18 4:45,5.820000172,OK,10/16/18 4:45,5280,OK,10/16/18 4:45,225207.6719,OK,10/16/18 4:45,8.217162132,OK,10/16/18 4:45,292982.9375,OK,10/16/18 4:45,6.280214355,OK,10/16/18 4:45,176.5509491,OK,10/16/18 4:45,571.7975464,OK,
10/16/18 5:00,5.852150917,OK,10/16/18 5:00,147.1661987,OK,10/16/18 5:00,21111688,OK,10/16/18 5:00,47.38093948,OK,10/16/18 5:00,41.52878952,OK,10/16/18 5:00,600.7910767,OK,10/16/18 5:00,1765.994385,OK,10/16/18 5:00,253340256,OK,,,,,,,10/16/18 5:00,5320495,OK,10/16/18 5:00,9338275,OK,10/16/18 5:00,5.820000172,OK,10/16/18 5:00,5280,OK,10/16/18 5:00,225208.9531,OK,10/16/18 5:00,6.373383999,OK,10/16/18 5:00,292984.625,OK,10/16/18 5:00,4.875289551,OK,10/16/18 5:00,174.3477325,OK,10/16/18 5:00,569.2949219,OK,
10/16/18 5:15,5.642073631,OK,10/16/18 5:15,141.8140564,OK,10/16/18 5:15,21111720,OK,10/16/18 5:15,47.09486389,OK,10/16/18 5:15,41.45278931,OK,10/16/18 5:15,600.440979,OK,10/16/18 5:15,1701.768677,OK,10/16/18 5:15,253340640,OK,,,,,,,10/16/18 5:15,5320597,OK,10/16/18 5:15,9338368,OK,10/16/18 5:15,5.820000172,OK,10/16/18 5:15,5280,OK,10/16/18 5:15,225210.1406,OK,10/16/18 5:15,6.160981655,OK,10/16/18 5:15,292986.1875,OK,10/16/18 5:15,4.711498047,OK,10/16/18 5:15,176.2458954,OK,10/16/18 5:15,570.2773438,OK,
10/16/18 5:30,4.853123665,OK,10/16/18 5:30,120.9822006,OK,10/16/18 5:30,21111756,OK,10/16/18 5:30,46.34354782,OK,10/16/18 5:30,41.49042511,OK,10/16/18 5:30,595.3536987,OK,10/16/18 5:30,1451.786407,OK,10/16/18 5:30,253341072,OK,,,,,,,10/16/18 5:30,5320700,OK,10/16/18 5:30,9338462,OK,10/16/18 5:30,5.820000172,OK,10/16/18 5:30,5280,OK,10/16/18 5:30,225211.5781,OK,10/16/18 5:30,6.899582863,OK,10/16/18 5:30,292988.0625,OK,10/16/18 5:30,5.271833984,OK,10/16/18 5:30,176.2745667,OK,10/16/18 5:30,572.40802,OK,
10/16/18 5:45,4.927381039,OK,10/16/18 5:45,123.0679626,OK,10/16/18 5:45,21111784,OK,10/16/18 5:45,46.45803833,OK,10/16/18 5:45,41.53066254,OK,10/16/18 5:45,596.5209961,OK,10/16/18 5:45,1476.815552,OK,10/16/18 5:45,253341408,OK,,,,,,,10/16/18 5:45,5320807,OK,10/16/18 5:45,9338555,OK,10/16/18 5:45,5.820000172,OK,10/16/18 5:45,5280,OK,10/16/18 5:45,225212.8906,OK,10/16/18 5:45,8.20922184,OK,10/16/18 5:45,292989.7813,OK,10/16/18 5:45,6.276025879,OK,10/16/18 5:45,174.9988251,OK,10/16/18 5:45,570.8122559,OK,
10/16/18 6:00,4.227590561,OK,10/16/18 6:00,105.5054092,OK,10/16/18 6:00,21111816,OK,10/16/18 6:00,45.77946472,OK,10/16/18 6:00,41.55187225,OK,10/16/18 6:00,595.8585205,OK,10/16/18 6:00,1266.064911,OK,10/16/18 6:00,253341792,OK,,,,,,,10/16/18 6:00,5320913,OK,10/16/18 6:00,9338648,OK,10/16/18 6:00,5.820000172,OK,10/16/18 6:00,5280,OK,10/16/18 6:00,225214.2813,OK,10/16/18 6:00,6.487667561,OK,10/16/18 6:00,292991.5938,OK,10/16/18 6:00,4.955769043,OK,10/16/18 6:00,175.519455,OK,10/16/18 6:00,572.9610596,OK,
10/16/18 6:15,4.497999191,OK,10/16/18 6:15,110.395195,OK,10/16/18 6:15,21111840,OK,10/16/18 6:15,46.24806976,OK,10/16/18 6:15,41.75007248,OK,10/16/18 6:15,586.1365967,OK,10/16/18 6:15,1324.74234,OK,10/16/18 6:15,253342080,OK,,,,,,,10/16/18 6:15,5321018,OK,10/16/18 6:15,9338742,OK,10/16/18 6:15,5.820000172,OK,10/16/18 6:15,5280,OK,10/16/18 6:15,225215.6875,OK,10/16/18 6:15,7.446926117,OK,10/16/18 6:15,292993.4375,OK,10/16/18 6:15,5.687804199,OK,10/16/18 6:15,174.9851074,OK,10/16/18 6:15,573.1988525,OK,
10/16/18 6:30,4.503708363,OK,10/16/18 6:30,110.7142105,OK,10/16/18 6:30,21111868,OK,10/16/18 6:30,45.99134827,OK,10/16/18 6:30,41.48764038,OK,10/16/18 6:30,587.0028076,OK,10/16/18 6:30,1328.570526,OK,10/16/18 6:30,253342416,OK,,,,,,,10/16/18 6:30,5321126,OK,10/16/18 6:30,9338835,OK,10/16/18 6:30,5.820000172,OK,10/16/18 6:30,5280,OK,10/16/18 6:30,225217.125,OK,10/16/18 6:30,7.899646282,OK,10/16/18 6:30,292995.3125,OK,10/16/18 6:30,6.03145459,OK,10/16/18 6:30,175.5119781,OK,10/16/18 6:30,574.1563721,OK,
10/16/18 6:45,5.048853874,OK,10/16/18 6:45,125.7925186,OK,10/16/18 6:45,21111896,OK,10/16/18 6:45,46.58926392,OK,10/16/18 6:45,41.5404129,OK,10/16/18 6:45,595.0888672,OK,10/16/18 6:45,1509.510223,OK,10/16/18 6:45,253342752,OK,,,,,,,10/16/18 6:45,5321232,OK,10/16/18 6:45,9338928,OK,10/16/18 6:45,5.820000172,OK,10/16/18 6:45,5280,OK,10/16/18 6:45,225218.375,OK,10/16/18 6:45,5.698321819,OK,10/16/18 6:45,292996.9375,OK,10/16/18 6:45,4.353294922,OK,10/16/18 6:45,177.0803375,OK,10/16/18 6:45,572.909729,OK,
10/16/18 7:00,5.938425064,OK,10/16/18 7:00,147.8100586,OK,10/16/18 7:00,21111924,OK,10/16/18 7:00,47.53474426,OK,10/16/18 7:00,41.59631729,OK,10/16/18 7:00,594.684021,OK,10/16/18 7:00,1773.720703,OK,10/16/18 7:00,253343088,OK,,,,,,,10/16/18 7:00,5321335,OK,10/16/18 7:00,9339021,OK,10/16/18 7:00,5.820000172,OK,10/16/18 7:00,5280,OK,10/16/18 7:00,225219.6875,OK,10/16/18 7:00,7.796523571,OK,10/16/18 7:00,292998.6563,OK,10/16/18 7:00,5.953847168,OK,10/16/18 7:00,175.8165436,OK,10/16/18 7:00,573.7299805,OK,
10/16/18 7:15,3.540483952,OK,10/16/18 7:15,87.5350647,OK,10/16/18 7:15,21111952,OK,10/16/18 7:15,45.03381729,OK,10/16/18 7:15,41.49333191,OK,10/16/18 7:15,590.1989136,OK,10/16/18 7:15,1050.420776,OK,10/16/18 7:15,253343424,OK,,,,,,,10/16/18 7:15,5321437,OK,10/16/18 7:15,9339115,OK,10/16/18 7:15,5.820000172,OK,10/16/18 7:15,5280,OK,10/16/18 7:15,225220.9219,OK,10/16/18 7:15,7.571886063,OK,10/16/18 7:15,293000.2813,OK,10/16/18 7:15,5.785443359,OK,10/16/18 7:15,176.2602081,OK,10/16/18 7:15,572.4384766,OK,
10/16/18 7:30,3.838740587,OK,10/16/18 7:30,94.00889587,OK,10/16/18 7:30,21111980,OK,10/16/18 7:30,45.30508423,OK,10/16/18 7:30,41.46634674,OK,10/16/18 7:30,584.6003418,OK,10/16/18 7:30,1128.10675,OK,10/16/18 7:30,253343760,OK,,,,,,,10/16/18 7:30,5321541,OK,10/16/18 7:30,9339208,OK,10/16/18 7:30,5.820000172,OK,10/16/18 7:30,5280,OK,10/16/18 7:30,225222.2656,OK,10/16/18 7:30,5.945617199,OK,10/16/18 7:30,293002.0625,OK,10/16/18 7:30,4.539862793,OK,10/16/18 7:30,176.8551636,OK,10/16/18 7:30,574.1820679,OK,
10/16/18 7:45,4.05092907,OK,10/16/18 7:45,101.2605362,OK,10/16/18 7:45,21112008,OK,10/16/18 7:45,45.63322067,OK,10/16/18 7:45,41.58229065,OK,10/16/18 7:45,596.7771606,OK,10/16/18 7:45,1215.126434,OK,10/16/18 7:45,253344096,OK,,,,,,,10/16/18 7:45,5321645,OK,10/16/18 7:45,9339302,OK,10/16/18 7:45,5.820000172,OK,10/16/18 7:45,5280,OK,10/16/18 7:45,225223.5313,OK,10/16/18 7:45,6.102449417,OK,10/16/18 7:45,293003.6875,OK,10/16/18 7:45,4.663625977,OK,10/16/18 7:45,176.6009827,OK,10/16/18 7:45,572.0012207,OK,
10/16/18 8:00,4.233458519,OK,10/16/18 8:00,105.53582,OK,10/16/18 8:00,21112032,OK,10/16/18 8:00,45.54382706,OK,10/16/18 8:00,41.3103714,OK,10/16/18 8:00,595.1221313,OK,10/16/18 8:00,1266.42984,OK,10/16/18 8:00,253344384,OK,,,,,,,10/16/18 8:00,5321752,OK,10/16/18 8:00,9339395,OK,10/16/18 8:00,5.820000172,OK,10/16/18 8:00,5280,OK,10/16/18 8:00,225224.875,OK,10/16/18 8:00,7.924306393,OK,10/16/18 8:00,293005.4688,OK,10/16/18 8:00,6.050821289,OK,10/16/18 8:00,174.8636627,OK,10/16/18 8:00,573.8394775,OK,
10/16/18 8:15,5.190261364,OK,10/16/18 8:15,129.1425476,OK,10/16/18 8:15,21112062,OK,10/16/18 8:15,46.71576691,OK,10/16/18 8:15,41.52550507,OK,10/16/18 8:15,594.3182983,OK,10/16/18 8:15,1549.710571,OK,10/16/18 8:15,253344744,OK,,,,,,,10/16/18 8:15,5321860,OK,10/16/18 8:15,9339489,OK,10/16/18 8:15,5.820000172,OK,10/16/18 8:15,5280,OK,10/16/18 8:15,225226.0625,OK,10/16/18 8:15,5.794127941,OK,10/16/18 8:15,293007.0313,OK,10/16/18 8:15,4.430027832,OK,10/16/18 8:15,176.3045044,OK,10/16/18 8:15,570.8074341,OK,
10/16/18 8:30,4.723807335,OK,10/16/18 8:30,115.8813553,OK,10/16/18 8:30,21112088,OK,10/16/18 8:30,46.2074585,OK,10/16/18 8:30,41.48365402,OK,10/16/18 8:30,585.8285522,OK,10/16/18 8:30,1390.576263,OK,10/16/18 8:30,253345056,OK,,,,,,,10/16/18 8:30,5321974,OK,10/16/18 8:30,9339583,OK,10/16/18 8:30,5.820000172,OK,10/16/18 8:30,5280,OK,10/16/18 8:30,225227.2969,OK,10/16/18 8:30,5.336866379,OK,10/16/18 8:30,293008.6563,OK,10/16/18 8:30,4.078615479,OK,10/16/18 8:30,178.1314545,OK,10/16/18 8:30,572.192627,OK,
10/16/18 8:45,5.022028923,OK,10/16/18 8:45,123.1594696,OK,10/16/18 8:45,21112120,OK,10/16/18 8:45,46.43624878,OK,10/16/18 8:45,41.41422272,OK,10/16/18 8:45,585.7025146,OK,10/16/18 8:45,1477.913635,OK,10/16/18 8:45,253345440,OK,,,,,,,10/16/18 8:45,5322091,OK,10/16/18 8:45,9339677,OK,10/16/18 8:45,5.820000172,OK,10/16/18 8:45,5280,OK,10/16/18 8:45,225228.3438,OK,10/16/18 8:45,4.586392403,OK,10/16/18 8:45,293010,OK,10/16/18 8:45,3.508254395,OK,10/16/18 8:45,175.2560883,OK,10/16/18 8:45,569.4723511,OK,
10/16/18 9:00,5.340280533,OK,10/16/18 9:00,132.9582367,OK,10/16/18 9:00,21112152,OK,10/16/18 9:00,46.86640167,OK,10/16/18 9:00,41.52611923,OK,10/16/18 9:00,594.722168,OK,10/16/18 9:00,1595.49884,OK,10/16/18 9:00,253345824,OK,,,,,,,10/16/18 9:00,5322209,OK,10/16/18 9:00,9339771,OK,10/16/18 9:00,5.820000172,OK,10/16/18 9:00,5280,OK,10/16/18 9:00,225229.2813,OK,10/16/18 9:00,3.645357609,OK,10/16/18 9:00,293011.2188,OK,10/16/18 9:00,2.792886475,OK,10/16/18 9:00,178.1693573,OK,10/16/18 9:00,565.9715576,OK,
10/16/18 9:15,4.375952721,OK,10/16/18 9:15,107.3429489,OK,10/16/18 9:15,21112188,OK,10/16/18 9:15,45.9645462,OK,10/16/18 9:15,41.58859253,OK,10/16/18 9:15,585.7397461,OK,10/16/18 9:15,1288.115387,OK,10/16/18 9:15,253346256,OK,,,,,,,10/16/18 9:15,5322329,OK,10/16/18 9:15,9339864,OK,10/16/18 9:15,5.820000172,OK,10/16/18 9:15,5280,OK,10/16/18 9:15,225230.1719,OK,10/16/18 9:15,3.932334661,OK,10/16/18 9:15,293012.4063,OK,10/16/18 9:15,3.014242432,OK,10/16/18 9:15,178.3404999,OK,10/16/18 9:15,564.7711792,OK,
10/16/18 9:30,5.273165226,OK,10/16/18 9:30,128.3623352,OK,10/16/18 9:30,21112220,OK,10/16/18 9:30,46.79776382,OK,10/16/18 9:30,41.52459717,OK,10/16/18 9:30,581.4569092,OK,10/16/18 9:30,1540.348022,OK,10/16/18 9:30,253346640,OK,,,,,,,10/16/18 9:30,5322448,OK,10/16/18 9:30,9339957,OK,10/16/18 9:30,5.820000172,OK,10/16/18 9:30,5280,OK,10/16/18 9:30,225231.0156,OK,10/16/18 9:30,5.552878857,OK,10/16/18 9:30,293013.5,OK,10/16/18 9:30,4.260577637,OK,10/16/18 9:30,176.0746613,OK,10/16/18 9:30,561.9938965,OK,
10/16/18 9:45,5.451553822,OK,10/16/18 9:45,132.0479126,OK,10/16/18 9:45,21112254,OK,10/16/18 9:45,46.93692398,OK,10/16/18 9:45,41.48536682,OK,10/16/18 9:45,578.6033936,OK,10/16/18 9:45,1584.574951,OK,10/16/18 9:45,253347048,OK,,,,,,,10/16/18 9:45,5322566,OK,10/16/18 9:45,9340050,OK,10/16/18 9:45,5.820000172,OK,10/16/18 9:45,5280,OK,10/16/18 9:45,225231.8594,OK,10/16/18 9:45,5.04550457,OK,10/16/18 9:45,293014.5938,OK,10/16/18 9:45,3.875700684,OK,10/16/18 9:45,178.5029449,OK,10/16/18 9:45,559.553772,OK,
10/16/18 10:00,5.139284134,OK,10/16/18 10:00,124.2024002,OK,10/16/18 10:00,21112288,OK,10/16/18 10:00,46.85308838,OK,10/16/18 10:00,41.71380615,OK,10/16/18 10:00,577.7553101,OK,10/16/18 10:00,1490.428802,OK,10/16/18 10:00,253347456,OK,,,,,,,10/16/18 10:00,5322686,OK,10/16/18 10:00,9340144,OK,10/16/18 10:00,5.820000172,OK,10/16/18 10:00,5280,OK,10/16/18 10:00,225232.8594,OK,10/16/18 10:00,6.278703213,OK,10/16/18 10:00,293015.9063,OK,10/16/18 10:00,4.821335938,OK,10/16/18 10:00,177.7732391,OK,10/16/18 10:00,560.284668,OK,
10/16/18 10:15,5.999934196,OK,10/16/18 10:15,145.1331635,OK,10/16/18 10:15,21112320,OK,10/16/18 10:15,47.33741379,OK,10/16/18 10:15,41.33747864,OK,10/16/18 10:15,577.8763428,OK,10/16/18 10:15,1741.597961,OK,10/16/18 10:15,253347840,OK,,,,,,,10/16/18 10:15,5322806,OK,10/16/18 10:15,9340238,OK,10/16/18 10:15,5.820000172,OK,10/16/18 10:15,5280,OK,10/16/18 10:15,225233.8438,OK,10/16/18 10:15,3.498884916,OK,10/16/18 10:15,293017.1875,OK,10/16/18 10:15,2.691742188,OK,10/16/18 10:15,180.2062073,OK,10/16/18 10:15,556.0841064,OK,
10/16/18 10:30,5.190119743,OK,10/16/18 10:30,125.2566299,OK,10/16/18 10:30,21112352,OK,10/16/18 10:30,46.78318024,OK,10/16/18 10:30,41.59306335,OK,10/16/18 10:30,576.468689,OK,10/16/18 10:30,1503.079559,OK,10/16/18 10:30,253348224,OK,,,,,,,10/16/18 10:30,5322927,OK,10/16/18 10:30,9340332,OK,10/16/18 10:30,5.820000172,OK,10/16/18 10:30,5280,OK,10/16/18 10:30,225234.8594,OK,10/16/18 10:30,5.961045742,OK,10/16/18 10:30,293018.5,OK,10/16/18 10:30,4.585191895,OK,10/16/18 10:30,176.1470795,OK,10/16/18 10:30,555.7987671,OK,
10/16/18 10:45,5.514193535,OK,10/16/18 10:45,133.4213867,OK,10/16/18 10:45,21112386,OK,10/16/18 10:45,47.0084343,OK,10/16/18 10:45,41.49423981,OK,10/16/18 10:45,577.994751,OK,10/16/18 10:45,1601.056641,OK,10/16/18 10:45,253348632,OK,,,,,,,10/16/18 10:45,5323049,OK,10/16/18 10:45,9340425,OK,10/16/18 10:45,5.820000172,OK,10/16/18 10:45,5280,OK,10/16/18 10:45,225236,OK,10/16/18 10:45,6.133601189,OK,10/16/18 10:45,293019.9688,OK,10/16/18 10:45,4.7105625,OK,10/16/18 10:45,178.802475,OK,10/16/18 10:45,560.1069336,OK,
10/16/18 11:00,5.523928642,OK,10/16/18 11:00,133.8124084,OK,10/16/18 11:00,21112420,OK,10/16/18 11:00,47.03739166,OK,10/16/18 11:00,41.51346207,OK,10/16/18 11:00,578.6743164,OK,10/16/18 11:00,1605.748901,OK,10/16/18 11:00,253349040,OK,,,,,,,10/16/18 11:00,5323173,OK,10/16/18 11:00,9340519,OK,10/16/18 11:00,5.820000172,OK,10/16/18 11:00,5280,OK,10/16/18 11:00,225237.1094,OK,10/16/18 11:00,3.663327217,OK,10/16/18 11:00,293021.4375,OK,10/16/18 11:00,2.813273682,OK,10/16/18 11:00,178.5972443,OK,10/16/18 11:00,560.1934204,OK,
